Index,ID,Name
1,alpha_radiation,alpha particle radiation (4 MeV)
2,electron_radiation,electron radiation (1.5 keV)
3,gamma_radiation,gamma radiation (1.2 MeV)
4,proton_radiation,proton radiation (1 MeV)
5,stimulus_gluconate,gluconate
6,stimulus_ironStress,iron stress
7,stimulus_thiolStress,thiol stress
8,temperature,temperature
9,UVA_radiation,UV-radiation (365 nm)
10,UVB_radiation,UV-B radiation (4 eV)
