Index,ID,Name
79,TU_078,MG_127 - MG_128
80,TU_079,MG_129
81,TU_080,MG_130
82,TU_081,MG_131
83,TU_082,MG_132
84,TU_083,MG_133
85,TU_084,MG_134
86,TU_085,MG_135
87,TU_086,MG_136 - MG_138
88,TU_087,MG_139
89,MGrrnA16S,16S ribosomal rRNA
90,MGrrnA23S,23S ribosomal rRNA
91,MGrrnA5S,5S ribosomal rRNA
92,TU_089,MG_140
93,TU_090,MG_141
94,TU_091,MG_477
95,TU_092,MG_142 - MG_144
96,TU_093,MG_145
97,TU_094,MG_146
98,TU_095,MG_147
99,TU_096,MG_148
100,TU_097,MG_149
101,TU_098,MG_478
102,TU_099,MG_150
103,TU_100,MG_151
104,TU_101,MG_152 - MG_153
105,TU_102,MG_154 - MG_163
106,TU_103,MG_164
107,TU_104,MG_165 - MG_169
108,TU_105,MG_170 - MG_173
109,TU_106,MG_174
110,TU_107,MG_175 - MG_177
111,TU_108,MG_178
112,TU_109,MG_179
113,TU_110,MG_180
114,TU_111,MG_181
115,TU_112,MG_182
116,TU_113,MG_183 - MG_184
117,TU_114,MG_185
118,TU_115,MG_186
119,TU_116,MG_187 - MG_189
120,TU_117,MG_190
121,TU_118,MG_191 - MG_192
122,TU_119,MG_194 - MG_195
123,TU_120,MG_196 - MG_198
124,TU_121,MG_199
125,TU_122,MG_200 - MG_202
126,MG479,
127,TU_124,MG_203 - MG_204
128,TU_125,MG_205
129,TU_126,MG_206
130,TU_127,MG_207
131,TU_128,MG_208 - MG_210
132,TU_129,MG_480
133,TU_130,MG_481
134,TU_131,"MG_211, MG_212, MG_482"
135,TU_132,MG_213 - MG_214
136,TU_133,MG_215 - MG_216
137,MG483,
138,MG484,
139,MG485,
140,MG486,
141,MG487,
142,MG488,
143,MG489,
144,MG490,
145,TU_142,MG_217
146,TU_143,"MG_218, MG_491"
147,TU_144,MG_219
148,TU_145,MG_220
149,MG492,
150,TU_147,MG_221 - MG_223
151,TU_148,MG_224
152,TU_149,MG_225 - MG_226
153,TU_150,MG_227
154,TU_151,MG_228 - MG_231
155,TU_152,MG_232 - MG_236
156,TU_153,MG_237
157,TU_154,MG_238
158,TU_155,MG_239
159,TU_156,MG_240
160,TU_157,MG_241
161,TU_158,MG_242
162,TU_159,MG_243 - MG_244
163,TU_160,MG_245
164,TU_161,MG_246
165,TU_162,MG_247
166,TU_163,MG_248 - MG_249
167,TU_164,MG_250 - MG_251
168,TU_165,MG_252 - MG_254
169,MG493,
170,TU_167,"MG_255, MG_494"
171,MG495,
172,MG496,
173,TU_169,MG_256
174,TU_170,MG_257 - MG_259
175,TU_171,MG_260
176,MG497,
177,TU_173,"MG_261, MG_262, MG_498"
178,TU_174,MG_263
179,TU_175,MG_264
180,TU_176,MG_265 - MG_267
181,TU_177,MG_268
182,MG_0001,"scRNA, signal recognition particle 4.5S RNA, MCS1"
183,TU_179,MG_269
184,TU_180,MG_270 - MG_272
185,MG_0002,MG170 RNA
186,TU_182,MG_273 - MG_275
187,TU_183,MG_276
188,TU_184,MG_277
189,TU_185,MG_278
190,TU_186,MG_279 - MG_281
191,MG499,
192,MG500,
193,MG501,
194,MG502,
195,MG503,
196,TU_190,MG_282
197,TU_191,MG_283
198,TU_192,MG_284 - MG_286
199,TU_193,MG_287
200,MG504,
201,TU_195,MG_288
202,TU_196,MG_289 - MG_291
203,TU_197,MG_505
204,TU_198,MG_292 - MG_294
205,TU_199,MG_295
206,TU_200,MG_296
207,TU_201,MG_297
208,TU_202,MG_298
209,TU_203,MG_299
210,TU_204,MG_300 - MG_301
211,TU_205,MG_302
212,TU_206,MG_303
213,TU_207,MG_304
214,TU_208,MG_305
215,TU_209,MG_306
216,TU_210,MG_307
217,TU_211,MG_308 - MG_309
218,TU_212,MG_310
219,TU_213,MG_311
220,TU_214,MG_312
221,TU_215,MG_313 - MG_315
222,TU_216,MG_316
223,TU_217,MG_317 - MG_318
224,TU_218,MG_319
225,TU_219,MG_320
226,MG506,
227,MG507,
228,TU_222,MG_321
229,MG508,
230,MG509,
231,MG510,
232,MG511,
233,MG512,
234,MG513,
235,MG514,
236,TU_224,MG_322
237,TU_225,MG_323
238,MG_0003,"Rnase P RNA, MCS5, M1 RNA"
239,MG_0004,"transfer-messenger RNA, tmRNA, MCS6, 10Sa RNA"
240,TU_228,"MG_324, MG_325, MG_515"
241,TU_229,MG_326
242,TU_230,MG_327
243,TU_231,MG_328
244,TU_232,MG_329
245,TU_233,MG_330 - MG_333
246,TU_234,MG_334
247,TU_235,MG_335
248,TU_236,MG_516
249,TU_237,MG_517
250,TU_238,MG_336
251,TU_239,MG_337
252,TU_240,MG_338
253,TU_241,MG_339
254,TU_242,MG_340 - MG_341
255,TU_243,MG_342
256,TU_244,MG_343
257,TU_245,MG_344
258,TU_246,MG_345
259,TU_247,MG_346 - MG_347
260,MG518,
261,TU_249,MG_348
262,MG519,
263,TU_251,MG_349 - MG_350
264,MG520,
265,TU_253,MG_521
266,TU_254,MG_351
267,TU_255,MG_352
268,TU_256,MG_353
269,TU_257,MG_354
270,TU_258,MG_355
271,TU_259,MG_356
272,TU_260,MG_357
273,TU_261,MG_358 - MG_359
274,TU_262,MG_360
275,TU_263,MG_361 - MG_363
276,TU_264,MG_522
277,TU_265,MG_364
278,TU_266,MG_365
279,TU_267,MG_366
280,TU_268,MG_367 - MG_369
281,TU_269,MG_370
282,TU_270,MG_371
283,TU_271,MG_372 - MG_375
284,TU_272,MG_376
285,TU_273,MG_377
286,TU_274,MG_378
287,TU_275,MG_379 - MG_381
288,MG523,
289,TU_277,MG_382
290,TU_278,MG_383
291,TU_279,MG_384
292,TU_280,"MG_385, MG_524"
293,TU_281,MG_386
294,TU_282,MG_387 - MG_388
295,TU_283,MG_389
296,TU_284,MG_390
297,TU_285,MG_391 - MG_393
298,TU_286,MG_394
299,TU_287,MG_395
300,TU_288,MG_396 - MG_397
301,TU_289,MG_398
302,TU_290,MG_399
303,TU_291,MG_400 - MG_401
304,TU_292,MG_402 - MG_405
305,TU_293,MG_406
306,TU_294,MG_407
307,TU_295,MG_408
308,TU_296,MG_409 - MG_412
309,TU_297,MG_414
310,TU_298,MG_525
311,TU_299,MG_417
312,TU_300,MG_418
313,TU_301,"MG_419, MG_421, MG_422, MG_423"
314,TU_302,MG_424
315,TU_303,MG_425
316,TU_304,MG_426
317,TU_305,MG_427
318,TU_306,MG_428
319,TU_307,MG_429 - MG_431
320,TU_308,MG_432
321,TU_309,MG_433
322,TU_310,MG_434
323,TU_311,MG_435
324,TU_312,MG_437
325,TU_313,MG_438
326,TU_314,MG_439
327,TU_315,MG_440 - MG_441
328,TU_316,MG_442 - MG_443
329,TU_317,MG_444 - MG_446
330,TU_318,MG_447
331,TU_319,MG_448
332,TU_320,MG_449
333,TU_321,MG_450 - MG_451
334,TU_322,MG_452 - MG_453
335,TU_323,MG_454
336,TU_324,MG_455
337,TU_325,MG_456
338,TU_326,MG_457
339,TU_327,MG_458
340,TU_328,MG_459
341,TU_329,MG_460
342,TU_330,MG_461 - MG_462
343,TU_331,MG_463 - MG_465
344,TU_332,MG_466
345,TU_333,MG_467 - MG_468
346,TU_334,MG_526
347,TU_335,MG_469 - MG_470
