Index,ID,Name
121,glycosyltransferase_DAG181_GalDAG181,
122,glycosyltransferase_DAG181_GlcDAG181,
123,glycosyltransferase_GalCer16_GalGalCer16,
124,glycosyltransferase_GalCer16_GlcGalCer16,
125,glycosyltransferase_GalDAG160_GalGalDAG160,
126,glycosyltransferase_GalDAG160_GlcGalDAG160,
127,glycosyltransferase_GalDAG161_GalGalDAG161,
128,glycosyltransferase_GalDAG161_GlcGalDAG161,
129,glycosyltransferase_GalDAG181_GalGalDAG181,
130,glycosyltransferase_GalDAG181_GlcGalDAG181,
131,glycosyltransferase_GalGalDAG160_GalGalGalDAG160,
132,glycosyltransferase_GalGalDAG160_GlcGalGalDAG160,
133,glycosyltransferase_GalGalDAG161_GalGalGalDAG161,
134,glycosyltransferase_GalGalDAG161_GlcGalGalDAG161,
135,glycosyltransferase_GalGalDAG181_GalGalGalDAG181,
136,glycosyltransferase_GalGalDAG181_GlcGalGalDAG181,
137,glycosyltransferase_GalGlcCer16_GalGalGlcCer16,
138,glycosyltransferase_GalGlcDAG160_GalGalGlcDAG160,
139,glycosyltransferase_GalGlcDAG160_GlcGalGlcDAG160,
140,glycosyltransferase_GalGlcDAG161_GalGalGlcDAG161,
141,glycosyltransferase_GalGlcDAG161_GlcGalGlcDAG161,
142,glycosyltransferase_GalGlcDAG181_GalGalGlcDAG181,
143,glycosyltransferase_GalGlcDAG181_GlcGalGlcDAG181,
144,glycosyltransferase_GlcCer16_GalGlcCer16,
145,glycosyltransferase_GlcDAG160_GalGlcDAG160,
146,glycosyltransferase_GlcDAG160_GlcGlcDAG160,
147,glycosyltransferase_GlcDAG161_GalGlcDAG161,
148,glycosyltransferase_GlcDAG161_GlcGlcDAG161,
149,glycosyltransferase_GlcDAG181_GalGlcDAG181,
150,glycosyltransferase_GlcDAG181_GlcGlcDAG181,
151,glycosyltransferase_GlcGlcDAG160_GlcGlcGlcDAG160,
152,glycosyltransferase_GlcGlcDAG161_GlcGlcGlcDAG161,
153,glycosyltransferase_GlcGlcDAG181_GlcGlcGlcDAG181,
154,glycosyltransferase_PG160_DAG160,
155,glycosyltransferase_PG161_DAG161,
156,glycosyltransferase_PG181_DAG181,
157,Gmk1,
158,Gmk2,
159,Gmk3,
160,Gmk4,
161,GpmA,
162,GpsA,
163,HCYSMT,
164,HemG,
165,HinT_AMP_Lysine_MG132,
166,HinT_AMP_Mor_MG132,
167,HinT_AMP_NH2_MG132,
168,HinT_GMP_Lysine_MG132,
169,HinT_GMP_Mor_MG132,
170,Hpt1,
171,Hpt2,
172,hydroxyl_radical_generation_1,
173,hydroxyl_radical_generation_2,
174,LdhA,
175,LIPASE_DIBUTYRIN_MG310,
176,LIPASE_DIBUTYRIN_MG327,
177,LIPASE_DIBUTYRIN_MG344,
178,LIPASE_METHYL_OCDCEA_MG310,
179,LIPASE_METHYL_OCDCEA_MG327,
180,LIPASE_METHYL_OCDCEA_MG344,
181,LIPASE_MONOBUTYRIN_MG310,
182,LIPASE_MONOBUTYRIN_MG327,
183,LIPASE_MONOBUTYRIN_MG344,
184,LIPASE_TRIBUTYRIN_MG310,
185,LIPASE_TRIBUTYRIN_MG327,
186,LIPASE_TRIBUTYRIN_MG344,
187,LIPASE_TRILAURIN_MG310,
188,LIPASE_TRILAURIN_MG327,
189,LIPASE_TRILAURIN_MG344,
190,LIPASE_TRIMYRISTIN_MG310,
191,LIPASE_TRIMYRISTIN_MG327,
192,LIPASE_TRIMYRISTIN_MG344,
193,LIPASE_TRIOLEIN_MG310,
194,LIPASE_TRIOLEIN_MG327,
195,LIPASE_TRIOLEIN_MG344,
196,LIPASE_TRIPALMITIN_MG310,
197,LIPASE_TRIPALMITIN_MG327,
198,LIPASE_TRIPALMITIN_MG344,
199,LIPASE_TRISTEARIN_MG310,
200,LIPASE_TRISTEARIN_MG327,
201,LIPASE_TRISTEARIN_MG344,
202,LIPASE_TRI_HDCEA_IN_MG310,
203,LIPASE_TRI_HDCEA_IN_MG327,
204,LIPASE_TRI_HDCEA_IN_MG344,
205,LIPASE_TRI_TTDCEA_IN_MG310,
206,LIPASE_TRI_TTDCEA_IN_MG327,
207,LIPASE_TRI_TTDCEA_IN_MG344,
208,LIPASE_TWEEN80_MG310,
209,LIPASE_TWEEN80_MG327,
210,LIPASE_TWEEN80_MG344,
211,LIPOYLLYSHs,
212,LplA,
213,Mdh,
214,MetF,
215,METHFHYD,
216,MetK,
217,MetS,
218,MG385r1,
219,MG385r2,
220,MG385r3,
221,MG385r4,
222,MG385r5,
223,MOrx,
224,MsrA,
225,MsrB,
226,NADD1,
227,NADD2,
228,NadE,
229,NadK,
230,NADR1,
231,NADR2,
232,NH3eq,
233,NOX,
234,NrdEF_ADP,
235,NrdEF_CDP,
236,NrdEF_GDP,
237,NrdEF_maintenance,
238,NrdEF_UDP,
239,Ohr_CHP,
240,Ohr_H2O2,
241,Ohr_rx,
242,Ohr_tBHP,
243,OsmC_CHP,
244,OsmC_H2O2,
245,OsmC_rx,
246,OsmC_tBHP,
247,PcbX,
248,Pdp1,
249,Pdp2,
250,Pdp3,
251,PfkA1,
252,PfkA2,
253,PfkA3,
254,PfkA4,
255,PfkA5,
256,Pgi,
257,Pgk1,
258,Pgk2,
259,Pgk3,
260,Pgk4,
261,Pgk5,
262,Pgm,
263,PgpA1,
264,PgpA2,
265,PgpA3,
266,PgsA1,
267,PgsA2,
268,PgsA3,
269,PhnW,
270,PhnX,
271,PlsC1,
272,PlsC2,
273,PlsC3,
274,PlsC4,
275,PlsC5,
276,PlsC6,
277,PlsC7,
278,PlsX1,
279,PlsX2,
280,PlsX3,
281,PlsX4,
282,PlsX5,
283,PlsX6,
284,PlsX7,
285,PncB,
286,Ppa,
287,Ppc,
288,PrsA,
289,pSERpp,
290,Pta,
291,pTHRpp,
292,pTYRpp,
293,PYDXK,
294,Pyk_ADP,
295,Pyk_CDP,
296,Pyk_DADP,
297,Pyk_DCDP,
298,Pyk_DGDP,
299,Pyk_DTDP,
300,Pyk_DUDP,
301,Pyk_GDP,
302,Pyk_IDP,
303,Pyk_TDP,
304,Pyk_UDP,
305,RelA1,
306,RelA2,
307,RibF1,
308,RibF2,
309,Rpe,
310,RpiB,
311,SNGLYPOr,
312,TalA,
313,TatD_dAMP,
314,TatD_dCMP,
315,TatD_dGMP,
316,TatD_dTMP,
317,Tdk1,
318,Tdk2,
319,ThiL,
320,ThyA,
321,Tkt1,
322,Tkt2,
323,TMDPK,
324,Tmk,
325,TpiA,
326,TrxB,
327,TXPYDX,
328,TXTHM,
329,TX_ACAL,
330,TX_ACUP,
331,TX_AD,
332,TX_AKG,
333,TX_AROP11,
334,TX_AROP12,
335,TX_AROP13,
336,TX_AROP21,
337,TX_AROP22,
338,TX_AROP23,
339,TX_aza6dT,
340,TX_aza8dA,
341,TX_c5dU,
342,TX_CAP,
343,TX_carbamoylmethyl6dA,
344,TX_Cbi_Co,
345,TX_Cbi_Ni,
346,TX_CL,
347,TX_cmnm5s2U,
348,TX_CO2,
349,TX_COA,
350,TX_ComEC_dApdAp,
351,TX_ComEC_dCpdCp,
352,TX_ComEC_dGpdGp,
353,TX_ComEC_dTpdTp,
354,TX_cyclobutane_dCdC,
355,TX_cyclobutane_dCdT,
356,TX_cyclobutane_dTdC,
357,TX_cyclobutane_dTdT,
358,TX_cyclodA,
359,TX_cyclodG,
360,TX_CYTD,
361,TX_DA,
362,TX_dC64dC,
363,TX_dC64dC_dewar,
364,TX_dC64dT,
365,TX_dC64dT_dewar,
366,TX_dC_GLYC,
367,TX_DDCA,
368,TX_DHdT,
369,TX_DHdU,
370,TX_dhpdU,
371,TX_diacylglycerolCys,
372,TX_dINS,
373,TX_dT64dC,
374,TX_dT64dC_dewar,
375,TX_dT64dT,
376,TX_dT64dT_dewar,
377,TX_dT_GLYC,
378,TX_dXAN,
379,TX_e1dA,
380,TX_e1dG,
381,TX_e3dA,
382,TX_e3dC,
383,TX_e3dG,
384,TX_e3dT,
385,TX_e4dC,
386,TX_e5dC,
387,TX_e6dA,
388,TX_e7dA,
389,TX_e7dG,
390,TX_e8dG,
391,TX_epsilon1N2dG,
392,TX_epsilon1N6dA,
393,TX_epsilon3N4dC,
394,TX_epsilonN23dG,
395,TX_f5dU,
396,TX_FALD,
397,TX_FAPydA,
398,TX_FAPydG,
399,TX_FOR,
400,TX_FRUPTS,
401,TX_GL,
402,TX_GL3P,
403,TX_glchm5dC,
404,TX_glchm5dU,
405,TX_GLCPTS,
406,TX_GLNHPQ,
407,TX_gludT,
408,TX_GLUP,
409,TX_Gm,
410,TX_GN,
411,TX_H2O,
412,TX_H2O2,
413,TX_HDCA,
414,TX_HDCEA,
415,TX_hm3dC,
416,TX_hm5dC,
417,TX_hm5dU,
418,TX_hm5hydantoin_dRibose,
419,TX_ho5dC,
420,TX_ho5dU,
421,TX_ho5ho6dT,
422,TX_ho5ho6dU,
423,TX_ho5hydantoin_dRibose,
424,TX_k2C,
425,TX_LIPOATE,
426,TX_m1dA,
427,TX_m1dG,
428,TX_m1G,
429,TX_m2G,
430,TX_m3dA,
431,TX_m3dC,
432,TX_m3dG,
433,TX_m3dT,
434,TX_m4dC,
435,TX_m5C,
436,TX_m5dC,
437,TX_m62A,
438,TX_m6A,
439,TX_m6dA,
440,TX_m7dA,
441,TX_m7dG,
442,TX_m7G,
443,TX_m8dG,
444,TX_MdlB_doxorubicin,
445,TX_MGTA_CA,
446,TX_MGTA_CU,
447,TX_MGTA_FE2,
448,TX_MGTA_FE3,
449,TX_MGTA_MG,
450,TX_MGTA_MN,
451,TX_MGTA_MOBD,
452,TX_MGTA_ZN,
453,TX_n2dA,
454,TX_NAC,
455,TX_NAUP2,
456,TX_NH4,
457,TX_NormM_acriflavine,
458,TX_NormM_benzalkonium,
459,TX_NormM_berberine,
460,TX_NormM_ciprofloxacin,
461,TX_NormM_crystalViolet,
462,TX_NormM_doxorubicin,
463,TX_NormM_enoxacin,
464,TX_NormM_ethidium,
465,TX_NormM_lomefloxacin,
466,TX_NormM_norfloxacin,
467,TX_NormM_novobiocin,
468,TX_NormM_proflavine,
469,TX_NormM_rhodamine6G,
470,TX_NormM_tetraphenylphosphonium,
471,TX_O2,
472,TX_O2edC,
473,TX_O2edT,
474,TX_O2mdC,
475,TX_O2mdT,
476,TX_O4edT,
477,TX_O4mdT,
478,TX_O6edG,
479,TX_O6mdG,
480,TX_OA,
481,TX_OCDCA,
482,TX_OCDCEA,
483,TX_OppB_Ala,
484,TX_OppB_Arg,
485,TX_OppB_Asn,
486,TX_OppB_Asp,
487,TX_OppB_Cys,
488,TX_OppB_Gln,
489,TX_OppB_Glu,
490,TX_OppB_Gly,
491,TX_OppB_His,
492,TX_OppB_Ile,
493,TX_OppB_Leu,
494,TX_OppB_Lys,
495,TX_OppB_Met,
496,TX_OppB_Phe,
497,TX_OppB_Pro,
498,TX_OppB_Ser,
499,TX_OppB_Thr,
500,TX_OppB_Trp,
501,TX_OppB_Tyr,
502,TX_OppB_Val,
503,TX_oxo2dA,
504,TX_oxo8dA,
505,TX_oxo8dG,
506,TX_oxoethyl7dG,
507,TX_PHNT,
508,TX_PIUP1,
509,TX_PSIURI,
510,TX_putdT,
511,TX_RIBFLV,
512,TX_RIBUP,
513,TX_s2U,
514,TX_s4U,
515,TX_SalX_nisin,
516,TX_SO4,
517,TX_SPMDUP1,
518,TX_SPRDUP2,
519,TX_STEROL,
520,TX_SunT_nisin,
521,TX_THF,
522,TX_THY,
523,TX_TRK,
524,TX_TTDCA,
525,TX_TTDCEA,
526,TX_UHPT1,
527,TX_UHPT2,
528,TX_UHPT3,
529,TX_Um,
530,TX_URA,
531,Udk1,
532,Udk2,
533,Upp,
534,UshA_AMP,
535,UshA_aza6dTMP,
536,UshA_aza8dAMP,
537,UshA_c5dUMP,
538,UshA_carbamoylmethyl6dAMP,
539,UshA_cmnm5s2UMP,
540,UshA_cyclobutane_dCMPdCMP,
541,UshA_cyclobutane_dCMPdTMP,
542,UshA_cyclobutane_dTMPdCMP,
543,UshA_cyclobutane_dTMPdTMP,
544,UshA_cyclodAMP,
545,UshA_cyclodGMP,
546,UshA_dCMP,
547,UshA_dCMP64dCMP,
548,UshA_dCMP64dCMP_dewar,
549,UshA_dCMP64dTMP,
550,UshA_dCMP64dTMP_dewar,
551,UshA_dCMP_GLYC,
552,UshA_DHdTMP,
553,UshA_DHdUMP,
554,UshA_dhpdUMP,
555,UshA_dINSMP,
556,UshA_dTMP,
557,UshA_dTMP64dCMP,
558,UshA_dTMP64dCMP_dewar,
559,UshA_dTMP64dTMP,
560,UshA_dTMP64dTMP_dewar,
561,UshA_dTMP_GLY,
562,UshA_dUMP,
563,UshA_dXANMP,
564,UshA_e1dAMP,
565,UshA_e1dGMP,
566,UshA_e3dAMP,
567,UshA_e3dCMP,
568,UshA_e3dGMP,
569,UshA_e3dTMP,
570,UshA_e4dCMP,
571,UshA_e5dCMP,
572,UshA_e6dAMP,
573,UshA_e7dAMP,
574,UshA_e7dGMP,
575,UshA_e8dGMP,
576,UshA_epsilon1N2dGMP,
577,UshA_epsilon1N6dAMP,
578,UshA_epsilon3N4dCMP,
579,UshA_epsilonN23dGMP,
580,UshA_f5dUMP,
581,UshA_FAPydAMP,
582,UshA_FAPydGMP,
583,UshA_glchm5dCMP,
584,UshA_glchm5dUMP,
585,UshA_gludTMP,
586,UshA_GmMP,
587,UshA_GMP,
588,UshA_hm3dCMP,
589,UshA_hm5dCMP,
590,UshA_hm5dUMP,
591,UshA_hm5hydantoin_dRiboseMP,
592,UshA_ho5dCMP,
593,UshA_ho5dUMP,
594,UshA_ho5ho6dTMP,
595,UshA_ho5ho6dUMP,
596,UshA_ho5hydantoin_dRiboseMP,
597,UshA_IMP,
598,UshA_k2CMP,
599,UshA_m1dAMP,
600,UshA_m1dGMP,
601,UshA_m1GMP,
602,UshA_m2GMP,
603,UshA_m3dAMP,
604,UshA_m3dCMP,
605,UshA_m3dGMP,
606,UshA_m3dTMP,
607,UshA_m4dCMP,
608,UshA_m5CMP,
609,UshA_m5dCMP,
610,UshA_m62AMP,
611,UshA_m6AMP,
612,UshA_m6dAMP,
613,UshA_m7dAMP,
614,UshA_m7dGMP,
615,UshA_m7GMP,
616,UshA_m8dGMP,
617,UshA_n2dAMP,
618,UshA_O2edCMP,
619,UshA_O2edTMP,
620,UshA_O2mdCMP,
621,UshA_O2mdTMP,
622,UshA_O4edTMP,
623,UshA_O4mdTMP,
624,UshA_O6edGMP,
625,UshA_O6mdGMP,
626,UshA_oxo2dAMP,
627,UshA_oxo8dAMP,
628,UshA_oxo8dGMP,
629,UshA_oxoethyl7dGMP,
630,UshA_PSIURIMP,
631,UshA_putdTMP,
632,UshA_s2UMP,
633,UshA_s4UMP,
634,UshA_UmMP,
635,vinyl_chloride_activation_1,
636,vinyl_chloride_activation_2,
637,YbiV_deoxyG6P,
638,YbiV_F6P,
639,YbiV_G6P,
640,YbiV_GL2P,
641,YbiV_MAN6P,
642,YbiV_R5P,
643,YbiV_SBT6P,
644,YbiV_SNGLYP,
645,YicP,
